id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
178,36,M,4941,Divorcé(e),Consulting,Tech Lead,6,80,7,3,2,2,3,2,2,4,3,178,4,Non,20 %,Non,2,0,1,178,6,2,Transformation Digitale,Y,Occasionnel,0,1
179,51,M,10650,Célibataire,Consulting,Tech Lead,2,80,18,4,2,1,1,3,4,4,3,179,3,Non,15 %,Oui,0,2,1,179,8,4,Infra & Cloud,Y,Frequent,0,3
182,39,F,5902,Marié(e),Commercial,Cadre Commercial,4,80,17,15,11,4,2,2,3,3,4,182,3,Non,14 %,Non,1,1,1,182,4,4,Infra & Cloud,Y,Occasionnel,5,9
183,25,M,8639,Marié(e),Commercial,Cadre Commercial,2,80,6,2,2,1,2,2,3,4,3,183,3,Non,18 %,Non,0,3,1,183,28,3,Infra & Cloud,Y,Occasionnel,2,2
184,30,M,6347,Marié(e),Ressources Humaines,Ressources Humaines,0,80,12,11,9,3,3,2,4,4,1,184,3,Oui,19 %,Non,0,2,1,184,9,3,Ressources Humaines,Y,Occasionnel,4,7
190,32,F,4200,Célibataire,Consulting,Consultant,7,80,10,5,4,1,3,1,1,1,4,190,4,Non,22 %,Oui,0,2,1,190,9,3,Transformation Digitale,Y,Occasionnel,0,4
192,45,M,3452,Célibataire,Consulting,Assistant de Direction,5,80,9,6,5,3,3,1,4,2,2,192,3,Non,13 %,Non,0,2,1,192,29,3,Transformation Digitale,Y,Occasionnel,0,3
193,38,F,4317,Célibataire,Consulting,Assistant de Direction,3,80,19,3,2,4,3,2,3,2,3,193,4,Oui,20 %,Non,0,2,1,193,3,5,Entrepreunariat,Y,Occasionnel,2,2
194,30,F,2632,Célibataire,Consulting,Assistant de Direction,1,80,5,5,4,1,3,1,3,3,2,194,3,Non,14 %,Non,0,4,1,194,18,3,Infra & Cloud,Y,Occasionnel,0,4
195,32,M,4668,Divorcé(e),Commercial,Cadre Commercial,0,80,9,8,7,4,1,2,4,4,4,195,3,Non,17 %,Non,3,2,1,195,9,2,Transformation Digitale,Y,Frequent,0,7
197,30,F,3204,Divorcé(e),Consulting,Assistant de Direction,5,80,8,3,2,4,3,1,1,4,3,197,3,Non,14 %,Non,1,3,1,197,5,3,Entrepreunariat,Y,Occasionnel,2,2
198,30,M,2720,Célibataire,Consulting,Consultant,0,80,6,5,3,2,2,1,4,4,3,198,3,Non,13 %,Non,0,3,1,198,2,1,Transformation Digitale,Y,Occasionnel,1,2
199,41,M,17181,Divorcé(e),Consulting,Senior Manager,4,80,21,7,6,4,2,4,1,2,2,199,3,Non,13 %,Non,1,2,1,199,10,3,Infra & Cloud,Y,Frequent,7,7
200,41,M,2238,Marié(e),Consulting,Consultant,2,80,7,5,0,3,3,1,1,4,3,200,4,Non,21 %,Non,1,2,1,200,9,4,Infra & Cloud,Y,Occasionnel,1,4
201,19,F,1483,Célibataire,Consulting,Consultant,1,80,1,1,0,2,3,1,2,4,3,201,3,Non,14 %,Non,0,3,1,201,3,1,Transformation Digitale,Y,Occasionnel,0,0
202,40,F,5605,Divorcé(e),Consulting,Assistant de Direction,1,80,20,20,7,2,3,2,2,1,3,202,3,Non,11 %,Non,1,2,1,202,26,3,Transformation Digitale,Y,Frequent,2,13
204,35,M,7295,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,3,3,3,2,1,3,204,3,Non,13 %,Non,2,3,1,204,1,5,Marketing,Y,Occasionnel,0,6
205,53,M,2306,Marié(e),Commercial,Représentant Commercial,2,80,13,7,7,2,3,2,3,4,1,205,4,Oui,20 %,Non,1,3,1,205,6,2,Marketing,Y,Occasionnel,4,5
206,45,M,2348,Divorcé(e),Consulting,Consultant,8,80,20,17,9,2,3,2,2,3,1,206,3,Non,18 %,Non,1,2,1,206,9,3,Infra & Cloud,Y,Occasionnel,0,15
207,32,F,8998,Célibataire,Commercial,Cadre Commercial,1,80,9,9,8,2,3,3,4,4,3,207,3,Non,14 %,Non,0,2,1,207,8,3,Marketing,Y,Frequent,3,7
208,29,M,4319,Marié(e),Consulting,Tech Lead,1,80,10,10,7,4,3,2,3,1,3,208,3,Non,13 %,Non,1,1,1,208,1,1,Entrepreunariat,Y,Aucun,0,9
211,51,M,6132,Marié(e),Consulting,Tech Lead,2,80,10,1,0,2,2,2,3,3,3,211,3,Non,17 %,Non,0,2,1,211,7,4,Transformation Digitale,Y,Occasionnel,0,0
214,58,F,3346,Marié(e),Consulting,Assistant de Direction,4,80,9,1,0,2,2,1,2,2,2,214,4,Oui,20 %,Non,1,3,1,214,9,3,Transformation Digitale,Y,Occasionnel,0,0
215,40,M,10855,Marié(e),Commercial,Cadre Commercial,7,80,15,12,11,3,2,3,4,1,2,215,3,Non,11 %,Non,1,2,1,215,4,4,Marketing,Y,Occasionnel,2,11
216,34,F,2231,Marié(e),Commercial,Représentant Commercial,6,80,6,4,3,3,3,1,3,4,3,216,3,Non,18 %,Non,1,3,1,216,2,4,Marketing,Y,Frequent,1,2
217,22,M,2323,Marié(e),Consulting,Assistant de Direction,1,80,2,2,2,3,3,1,4,1,3,217,4,Non,24 %,Non,2,6,1,217,19,1,Transformation Digitale,Y,Occasionnel,2,2
218,27,M,2024,Divorcé(e),Consulting,Assistant de Direction,6,80,6,2,2,4,3,1,2,4,1,218,3,Non,18 %,Non,1,1,1,218,9,3,Transformation Digitale,Y,Aucun,2,2
221,28,M,2713,Marié(e),Consulting,Assistant de Direction,1,80,5,5,2,3,3,1,4,3,1,221,3,Non,11 %,Non,1,2,1,221,21,3,Transformation Digitale,Y,Occasionnel,0,2
223,57,M,9439,Divorcé(e),Consulting,Manager,3,80,12,5,3,3,4,3,4,2,1,223,3,Oui,16 %,Non,1,2,1,223,24,2,Infra & Cloud,Y,Occasionnel,1,4
224,27,M,2566,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,1,3,2,1,3,4,2,224,3,Oui,15 %,Non,1,2,1,224,3,3,Transformation Digitale,Y,Aucun,0,1
226,50,F,19926,Célibataire,Consulting,Senior Manager,3,80,21,5,4,3,3,5,2,2,3,226,3,Non,15 %,Non,0,5,1,226,11,3,Infra & Cloud,Y,Occasionnel,4,4
227,41,M,2451,Divorcé(e),Consulting,Assistant de Direction,4,80,13,9,8,1,3,1,3,1,3,227,3,Non,12 %,Non,1,2,1,227,14,3,Infra & Cloud,Y,Occasionnel,1,8
228,30,F,9419,Marié(e),Commercial,Cadre Commercial,2,80,12,10,9,2,3,3,4,3,3,228,3,Non,12 %,Non,1,2,1,228,5,3,Infra & Cloud,Y,Occasionnel,7,4
230,38,F,8686,Célibataire,Commercial,Cadre Commercial,4,80,12,8,3,1,2,2,4,3,4,230,4,Non,22 %,Non,0,2,1,230,1,4,Infra & Cloud,Y,Occasionnel,0,7
231,32,M,3038,Célibataire,Consulting,Assistant de Direction,3,80,8,5,4,3,3,1,3,1,3,231,4,Non,20 %,Non,0,2,1,231,6,5,Infra & Cloud,Y,Occasionnel,1,4
233,27,M,3058,Marié(e),Consulting,Assistant de Direction,0,80,6,5,2,3,3,1,2,4,2,233,3,Oui,16 %,Non,1,3,1,233,17,3,Entrepreunariat,Y,Occasionnel,1,1
235,19,F,2325,Célibataire,Commercial,Représentant Commercial,0,80,1,0,0,3,1,1,1,1,4,235,4,Non,21 %,Oui,0,5,1,235,1,1,Entrepreunariat,Y,Frequent,0,0
238,36,M,2088,Célibataire,Consulting,Consultant,4,80,13,8,7,4,3,1,2,3,2,238,3,Non,12 %,Non,0,3,1,238,3,2,Transformation Digitale,Y,Frequent,7,2
239,30,M,3072,Divorcé(e),Consulting,Consultant,1,80,12,12,9,3,3,2,1,3,3,239,3,Non,11 %,Non,2,4,1,239,9,3,Transformation Digitale,Y,Aucun,6,10
240,45,F,5006,Divorcé(e),Commercial,Cadre Commercial,4,80,9,5,4,3,3,2,1,1,4,240,3,Oui,11 %,Non,1,3,1,240,4,2,Infra & Cloud,Y,Occasionnel,0,3
241,56,F,4257,Divorcé(e),Consulting,Assistant de Direction,4,80,19,2,2,3,3,1,1,3,3,241,3,Oui,18 %,Non,1,3,1,241,8,3,Infra & Cloud,Y,Occasionnel,2,2
242,33,M,2500,Célibataire,Consulting,Assistant de Direction,0,80,4,3,1,3,3,1,4,1,4,242,3,Non,14 %,Non,0,2,1,242,2,3,Infra & Cloud,Y,Occasionnel,0,2
243,19,M,1102,Célibataire,Consulting,Consultant,1,80,1,1,0,2,2,1,4,3,2,243,4,Non,22 %,Oui,0,3,1,243,2,3,Infra & Cloud,Y,Occasionnel,1,0
244,46,F,10453,Divorcé(e),Commercial,Cadre Commercial,1,80,24,24,13,2,3,3,1,3,3,244,4,Non,25 %,Non,3,2,1,244,1,2,Marketing,Y,Occasionnel,15,7
245,38,F,2288,Célibataire,Consulting,Consultant,1,80,2,2,2,3,3,1,4,3,3,245,3,Non,12 %,Non,0,3,1,245,9,2,Infra & Cloud,Y,Occasionnel,2,1
246,31,F,3929,Marié(e),Consulting,Assistant de Direction,8,80,7,4,2,3,3,1,4,3,3,246,4,Oui,23 %,Non,1,0,1,246,12,1,Transformation Digitale,Y,Occasionnel,0,2
247,34,F,2311,Célibataire,Consulting,Assistant de Direction,2,80,9,3,2,4,3,1,2,4,3,247,3,Non,15 %,Non,0,3,1,247,27,2,Transformation Digitale,Y,Occasionnel,1,2
248,41,F,3140,Célibataire,Commercial,Représentant Commercial,1,80,4,4,3,2,3,1,2,4,2,248,4,Oui,22 %,Oui,0,5,1,248,20,2,Marketing,Y,Occasionnel,0,2
249,50,M,3690,Marié(e),Consulting,Consultant,2,80,5,3,2,3,2,1,3,4,2,249,3,Non,15 %,Non,1,2,1,249,1,3,Transformation Digitale,Y,Occasionnel,0,2
250,53,F,4450,Divorcé(e),Consulting,Tech Lead,1,80,5,4,2,4,4,2,1,3,3,250,3,Non,11 %,Non,2,3,1,250,13,2,Transformation Digitale,Y,Occasionnel,1,3
252,33,F,2756,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7,4,3,1,2,4,3,252,3,Non,13 %,Non,1,5,1,252,14,3,Transformation Digitale,Y,Occasionnel,1,6
253,40,F,19033,Marié(e),Consulting,Senior Manager,1,80,21,20,8,4,3,5,3,2,3,253,3,Non,14 %,Non,1,2,1,253,4,1,Transformation Digitale,Y,Occasionnel,9,9
254,55,M,18722,Célibataire,Consulting,Directeur Technique,8,80,36,24,15,3,4,5,2,4,3,254,3,Non,11 %,Non,0,3,1,254,14,4,Transformation Digitale,Y,Occasionnel,2,15
256,34,M,9547,Marié(e),Consulting,Tech Lead,1,80,10,10,9,4,2,2,3,3,2,256,3,Non,17 %,Non,0,2,1,256,2,1,Infra & Cloud,Y,Frequent,1,9
258,51,F,13734,Célibataire,Consulting,Manager,3,80,21,7,7,4,3,4,2,3,3,258,3,Non,18 %,Non,0,6,1,258,3,3,Transformation Digitale,Y,Occasionnel,1,0
259,52,M,19999,Marié(e),Consulting,Senior Manager,0,80,34,33,18,3,2,5,3,1,3,259,3,Non,14 %,Non,1,5,1,259,1,4,Infra & Cloud,Y,Occasionnel,11,9
260,27,F,2279,Célibataire,Consulting,Assistant de Direction,1,80,7,7,7,4,3,1,2,4,2,260,3,Non,16 %,Non,0,2,1,260,9,3,Transformation Digitale,Y,Occasionnel,0,3
261,35,M,5916,Marié(e),Consulting,Tech Lead,3,80,8,1,0,2,2,2,3,1,3,261,3,Oui,13 %,Oui,0,1,1,261,23,2,Infra & Cloud,Y,Occasionnel,0,1
262,43,M,2089,Divorcé(e),Consulting,Assistant de Direction,4,80,7,5,4,4,4,1,4,4,4,262,3,Non,14 %,Non,3,3,1,262,7,3,Transformation Digitale,Y,Aucun,2,2
264,45,M,16792,Marié(e),Consulting,Senior Manager,9,80,22,20,8,1,2,4,4,4,3,264,4,Non,23 %,Non,1,1,1,264,2,2,Transformation Digitale,Y,Aucun,11,8
267,37,M,3564,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7,2,4,1,1,1,2,267,3,Oui,12 %,Non,1,3,1,267,21,3,Infra & Cloud,Y,Occasionnel,1,7
269,35,F,4425,Célibataire,Consulting,Consultant,5,80,10,6,2,2,3,2,2,4,3,269,3,Non,11 %,Non,0,5,1,269,2,3,Transformation Digitale,Y,Frequent,1,2
270,42,F,5265,Divorcé(e),Consulting,Tech Lead,2,80,11,5,3,3,3,2,3,2,3,270,3,Non,16 %,Non,1,5,1,270,21,2,Transformation Digitale,Y,Aucun,0,2
271,38,M,6553,Marié(e),Consulting,Tech Lead,9,80,14,1,0,4,3,2,3,2,3,271,3,Non,14 %,Non,0,3,1,271,2,4,Infra & Cloud,Y,Occasionnel,0,0
273,38,M,6261,Marié(e),Consulting,Tech Lead,3,80,9,7,7,4,3,2,4,1,1,273,3,Non,18 %,Non,1,3,1,273,29,3,Entrepreunariat,Y,Occasionnel,1,7
274,27,M,4298,Marié(e),Consulting,Tech Lead,5,80,6,2,2,3,2,2,1,3,3,274,3,Non,19 %,Non,1,1,1,274,1,1,Entrepreunariat,Y,Frequent,2,0
275,49,M,6804,Divorcé(e),Consulting,Tech Lead,1,80,7,7,7,4,3,2,4,1,3,275,3,Oui,15 %,Non,2,0,1,275,18,4,Infra & Cloud,Y,Aucun,1,7
277,34,M,3815,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,4,3,1,3,4,4,277,3,Oui,17 %,Non,1,4,1,277,10,4,Transformation Digitale,Y,Frequent,2,0
281,40,M,2741,Marié(e),Consulting,Consultant,8,80,15,7,2,3,3,2,4,3,4,281,3,Oui,15 %,Non,1,2,1,281,19,2,Transformation Digitale,Y,Occasionnel,3,7
282,38,M,6673,Marié(e),Consulting,Manager,7,80,17,1,0,2,3,2,1,2,3,282,3,Oui,19 %,Oui,0,2,1,282,29,1,Transformation Digitale,Y,Occasionnel,0,0
283,29,F,7639,Marié(e),Commercial,Cadre Commercial,1,80,10,10,4,2,3,3,4,4,2,283,4,Non,22 %,Oui,3,3,1,283,27,3,Marketing,Y,Occasionnel,1,9
284,22,M,2328,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2,4,4,1,2,1,2,284,3,Oui,16 %,Non,1,2,1,284,5,3,Infra & Cloud,Y,Occasionnel,2,2
286,36,F,2153,Célibataire,Consulting,Consultant,1,80,8,8,1,2,3,1,4,1,3,286,3,Non,13 %,Non,0,2,1,286,18,1,Transformation Digitale,Y,Frequent,1,7
287,40,M,4876,Marié(e),Consulting,Manager,9,80,5,3,2,4,2,2,4,4,1,287,3,Non,14 %,Non,1,5,1,287,9,5,Infra & Cloud,Y,Aucun,0,2
288,46,M,9396,Divorcé(e),Consulting,Manager,7,80,17,4,2,4,3,3,1,3,3,288,3,Non,16 %,Non,1,3,1,288,1,4,Transformation Digitale,Y,Occasionnel,0,3
291,32,M,10400,Marié(e),Commercial,Cadre Commercial,1,80,14,14,8,4,1,3,4,3,2,291,3,Non,11 %,Oui,0,2,1,291,4,4,Transformation Digitale,Y,Occasionnel,9,8
292,30,M,8474,Célibataire,Consulting,Tech Lead,1,80,12,11,8,3,2,3,3,3,3,292,4,Non,22 %,Non,0,2,1,292,1,1,Infra & Cloud,Y,Aucun,5,8
293,27,F,9981,Célibataire,Commercial,Cadre Commercial,1,80,7,7,7,4,3,2,3,4,3,293,3,Non,14 %,Non,0,2,1,293,20,3,Infra & Cloud,Y,Frequent,0,7
296,51,M,12490,Marié(e),Consulting,Directeur Technique,5,80,16,10,9,2,2,3,2,4,1,296,3,Non,16 %,Non,2,5,1,296,8,4,Infra & Cloud,Y,Occasionnel,4,7
297,30,F,2657,Célibataire,Consulting,Assistant de Direction,5,80,8,5,2,4,3,1,1,3,3,297,3,Oui,11 %,Oui,0,5,1,297,3,3,Entrepreunariat,Y,Occasionnel,0,4
298,41,F,13591,Célibataire,Commercial,Senior Manager,3,80,16,1,0,4,3,3,4,3,3,298,3,Oui,18 %,Non,0,3,1,298,6,3,Infra & Cloud,Y,Occasionnel,0,0
299,30,F,6696,Célibataire,Commercial,Cadre Commercial,5,80,9,6,3,3,2,2,1,3,2,299,3,Non,15 %,Oui,0,5,1,299,26,4,Marketing,Y,Frequent,0,1
300,29,M,2058,Célibataire,Consulting,Assistant de Direction,0,80,7,6,2,3,3,1,3,4,2,300,3,Non,14 %,Oui,0,1,1,300,1,3,Entrepreunariat,Y,Occasionnel,1,5
302,45,F,8865,Célibataire,Commercial,Cadre Commercial,6,80,23,19,7,4,2,3,4,4,3,302,3,Non,12 %,Non,0,2,1,302,6,3,Transformation Digitale,Y,Aucun,12,8
303,54,F,5940,Marié(e),Commercial,Cadre Commercial,2,80,16,6,2,4,3,2,1,4,3,303,3,Non,14 %,Non,1,4,1,303,3,3,Marketing,Y,Occasionnel,0,5
304,36,M,5914,Célibataire,Consulting,Consultant,8,80,16,13,11,4,3,2,2,4,4,304,3,Non,16 %,Non,0,3,1,304,5,2,Infra & Cloud,Y,Occasionnel,3,7
305,33,F,2622,Marié(e),Consulting,Assistant de Direction,6,80,7,3,2,3,2,1,2,4,3,305,4,Non,21 %,Non,0,3,1,305,4,4,Transformation Digitale,Y,Occasionnel,1,1
306,37,M,12185,Divorcé(e),Consulting,Directeur Technique,1,80,10,10,8,2,3,3,4,3,3,306,3,Oui,14 %,Non,3,1,1,306,11,3,Autre,Y,Frequent,0,7
307,38,M,10609,Divorcé(e),Commercial,Cadre Commercial,0,80,17,16,10,1,3,3,3,3,2,307,3,Non,12 %,Non,2,6,1,307,3,3,Infra & Cloud,Y,Occasionnel,5,13
308,31,M,4345,Marié(e),Consulting,Tech Lead,0,80,6,5,4,3,1,2,3,4,3,308,3,Non,12 %,Non,1,2,1,308,1,4,Transformation Digitale,Y,Aucun,1,4
309,59,M,2177,Marié(e),Consulting,Assistant de Direction,3,80,7,1,0,3,2,1,4,1,3,309,3,Non,17 %,Non,1,6,1,309,3,3,Infra & Cloud,Y,Occasionnel,0,0
311,37,M,2793,Divorcé(e),Commercial,Représentant Commercial,4,80,13,9,8,1,3,1,4,3,3,311,3,Non,17 %,Non,1,2,1,311,4,4,Marketing,Y,Frequent,5,8
312,29,F,7918,Marié(e),Commercial,Cadre Commercial,1,80,11,11,10,2,3,3,4,4,3,312,3,Non,14 %,Non,1,5,1,312,1,1,Transformation Digitale,Y,Frequent,4,1
314,35,F,8789,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,3,3,3,3,1,4,314,3,Non,14 %,Non,0,3,1,314,1,3,Marketing,Y,Frequent,0,8
315,29,M,2389,Célibataire,Consulting,Assistant de Direction,1,80,4,4,3,3,2,1,4,3,2,315,3,Oui,13 %,Oui,0,3,1,315,18,1,Transformation Digitale,Y,Occasionnel,0,1
316,52,F,3212,Célibataire,Consulting,Consultant,7,80,6,2,2,3,2,1,4,2,2,316,3,Non,15 %,Non,0,3,1,316,2,3,Infra & Cloud,Y,Occasionnel,2,2
319,42,M,19232,Marié(e),Consulting,Senior Manager,1,80,22,22,17,3,3,5,4,4,3,319,3,Non,11 %,Non,0,3,1,319,4,2,Entrepreunariat,Y,Occasionnel,11,15
321,59,M,2267,Marié(e),Ressources Humaines,Ressources Humaines,8,80,7,2,2,2,3,1,3,4,2,321,3,Non,17 %,Non,0,2,1,321,6,2,Transformation Digitale,Y,Occasionnel,2,2
323,50,F,19517,Divorcé(e),Commercial,Senior Manager,3,80,32,7,0,4,3,5,4,3,2,323,3,Non,11 %,Non,1,3,1,323,1,4,Transformation Digitale,Y,Occasionnel,0,6
325,33,M,2436,Marié(e),Consulting,Consultant,5,80,8,5,4,3,3,1,4,3,1,325,3,Oui,13 %,Oui,1,2,1,325,14,3,Transformation Digitale,Y,Occasionnel,0,4
327,43,F,16064,Marié(e),Commercial,Senior Manager,5,80,22,17,13,4,3,4,4,3,3,327,4,Oui,22 %,Non,1,3,1,327,16,3,Marketing,Y,Occasionnel,1,9
328,33,F,2707,Marié(e),Consulting,Consultant,7,80,13,9,7,1,3,1,1,1,4,328,4,Non,20 %,Oui,0,3,1,328,2,2,Infra & Cloud,Y,Occasionnel,1,7
329,52,M,19068,Célibataire,Commercial,Senior Manager,1,80,33,33,7,1,2,5,3,4,4,329,3,Oui,18 %,Non,0,2,1,329,2,4,Infra & Cloud,Y,Aucun,15,12
330,32,F,3931,Marié(e),Commercial,Représentant Commercial,2,80,6,4,3,3,3,1,2,1,3,330,3,Non,11 %,Non,1,5,1,330,4,2,Infra & Cloud,Y,Occasionnel,1,2
331,32,M,3730,Célibataire,Consulting,Consultant,0,80,4,3,2,4,2,1,3,4,1,331,3,Oui,14 %,Oui,0,2,1,331,1,3,Infra & Cloud,Y,Occasionnel,1,2
332,39,F,2232,Divorcé(e),Consulting,Consultant,7,80,7,3,2,3,3,1,3,3,3,332,3,Non,14 %,Non,3,1,1,332,1,4,Transformation Digitale,Y,Occasionnel,1,2
333,32,M,4465,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,3,3,2,4,1,3,333,3,Non,18 %,Non,0,2,1,333,26,4,Marketing,Y,Aucun,2,2
334,41,M,3072,Divorcé(e),Consulting,Assistant de Direction,2,80,17,1,0,3,3,2,1,1,2,334,3,Non,16 %,Non,2,2,1,334,19,2,Infra & Cloud,Y,Occasionnel,0,0
335,40,M,3319,Divorcé(e),Consulting,Assistant de Direction,1,80,9,9,8,1,3,2,4,1,3,335,3,Non,17 %,Non,2,3,1,335,24,2,Entrepreunariat,Y,Occasionnel,4,7
336,45,M,19202,Marié(e),Consulting,Senior Manager,0,80,25,24,0,3,4,5,4,3,3,336,3,Non,11 %,Non,1,2,1,336,1,3,Autre,Y,Occasionnel,1,7
337,31,M,13675,Divorcé(e),Consulting,Directeur Technique,9,80,9,2,2,2,3,3,3,1,3,337,3,Non,12 %,Non,1,3,1,337,3,4,Transformation Digitale,Y,Frequent,2,2
338,33,F,2911,Marié(e),Consulting,Assistant de Direction,1,80,2,2,2,3,2,1,4,3,2,338,3,Non,13 %,Non,1,2,1,338,5,4,Infra & Cloud,Y,Occasionnel,0,2
339,34,M,5957,Marié(e),Consulting,Tech Lead,6,80,13,11,9,4,2,2,1,2,3,339,3,Non,13 %,Non,1,3,1,339,2,4,Infra & Cloud,Y,Occasionnel,5,9
340,37,F,3920,Marié(e),Consulting,Assistant de Direction,2,80,17,3,1,3,2,1,1,1,2,340,3,Non,14 %,Non,1,2,1,340,1,2,Transformation Digitale,Y,Occasionnel,0,2
341,45,M,6434,Marié(e),Consulting,Tech Lead,4,80,9,3,2,1,4,2,3,4,3,341,3,Non,17 %,Non,1,1,1,341,7,4,Infra & Cloud,Y,Frequent,0,2
342,37,M,10048,Divorcé(e),Consulting,Tech Lead,6,80,17,1,0,1,3,3,3,2,3,342,3,Non,11 %,Oui,2,5,1,342,10,3,Transformation Digitale,Y,Frequent,0,0
343,39,F,10938,Célibataire,Consulting,Manager,0,80,20,19,6,3,3,3,3,4,3,343,4,Non,25 %,Non,0,1,1,343,2,4,Entrepreunariat,Y,Frequent,11,8
346,29,M,2340,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5,3,3,1,4,1,3,346,3,Non,19 %,Non,0,1,1,346,15,3,Infra & Cloud,Y,Occasionnel,1,5
347,42,F,6545,Célibataire,Consulting,Assistant de Direction,3,80,10,3,2,4,4,2,1,3,3,347,3,Oui,13 %,Non,0,1,1,347,17,2,Infra & Cloud,Y,Occasionnel,0,2
349,29,M,6931,Divorcé(e),Commercial,Cadre Commercial,2,80,10,3,2,4,3,2,4,4,3,349,3,Non,14 %,Non,1,2,1,349,20,2,Marketing,Y,Occasionnel,0,2
350,25,F,4898,Marié(e),Consulting,Tech Lead,0,80,5,4,2,1,3,2,3,4,3,350,3,Non,12 %,Non,2,3,1,350,1,3,Infra & Cloud,Y,Occasionnel,1,2
351,42,F,2593,Divorcé(e),Consulting,Consultant,0,80,10,9,6,4,2,1,1,3,3,351,3,Oui,11 %,Non,1,4,1,351,2,3,Transformation Digitale,Y,Occasionnel,7,8
352,40,M,19436,Divorcé(e),Consulting,Directeur Technique,0,80,22,21,7,1,3,5,3,4,3,352,3,Non,19 %,Non,1,5,1,352,2,2,Transformation Digitale,Y,Occasionnel,3,9
353,51,M,2723,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,3,3,1,4,2,2,353,3,Non,11 %,Non,0,0,1,353,1,3,Infra & Cloud,Y,Occasionnel,0,0
355,31,M,3479,Célibataire,Consulting,Consultant,0,80,6,5,4,3,2,1,2,2,4,355,3,Non,11 %,Oui,0,2,1,355,29,2,Transformation Digitale,Y,Frequent,1,4
359,32,M,2794,Marié(e),Consulting,Consultant,1,80,5,5,1,2,4,1,2,3,1,359,4,Non,20 %,Non,0,3,1,359,7,3,Infra & Cloud,Y,Frequent,0,3
361,38,M,5249,Marié(e),Commercial,Cadre Commercial,3,80,13,8,7,4,2,2,4,4,3,361,3,Non,18 %,Non,1,0,1,361,2,2,Infra & Cloud,Y,Aucun,7,5
362,32,M,2176,Célibataire,Consulting,Consultant,4,80,9,6,2,4,2,2,1,4,3,362,3,Non,13 %,Non,0,5,1,362,2,1,Entrepreunariat,Y,Occasionnel,0,4
363,46,F,16872,Marié(e),Commercial,Senior Manager,3,80,28,7,7,3,1,4,2,2,2,363,3,Oui,12 %,Non,1,2,1,363,2,3,Entrepreunariat,Y,Occasionnel,7,7
364,28,M,3485,Célibataire,Consulting,Consultant,2,80,5,0,0,1,3,1,3,3,1,364,3,Non,11 %,Oui,0,5,1,364,2,4,Infra & Cloud,Y,Occasionnel,0,0
366,29,M,6644,Marié(e),Commercial,Cadre Commercial,2,80,10,0,0,1,2,2,2,2,3,366,3,Non,19 %,Non,2,2,1,366,2,3,Transformation Digitale,Y,Occasionnel,0,0
367,31,M,5582,Marié(e),Consulting,Manager,0,80,10,9,0,2,2,2,4,2,3,367,4,Non,21 %,Non,1,2,1,367,23,3,Transformation Digitale,Y,Occasionnel,7,8
369,25,M,4000,Divorcé(e),Consulting,Manager,1,80,6,6,3,2,4,2,1,4,3,369,3,Non,12 %,Non,2,2,1,369,5,2,Infra & Cloud,Y,Aucun,1,5
372,45,M,13496,Marié(e),Consulting,Manager,0,80,21,20,7,3,3,4,4,2,3,372,3,Oui,14 %,Non,0,2,1,372,20,2,Transformation Digitale,Y,Occasionnel,4,10
373,36,M,3210,Marié(e),Consulting,Consultant,0,80,16,15,13,4,3,1,4,3,3,373,3,Non,11 %,Non,1,4,1,373,6,3,Infra & Cloud,Y,Occasionnel,10,11
374,55,M,19045,Célibataire,Consulting,Senior Manager,0,80,37,36,10,4,3,5,1,3,3,374,3,Oui,14 %,Non,0,2,1,374,1,3,Transformation Digitale,Y,Occasionnel,4,13
376,47,M,11849,Marié(e),Consulting,Senior Manager,1,80,10,10,7,1,3,3,2,4,2,376,3,Oui,12 %,Oui,1,2,1,376,29,4,Infra & Cloud,Y,Aucun,9,9
377,28,M,2070,Marié(e),Consulting,Assistant de Direction,1,80,5,5,2,4,3,1,4,4,2,377,4,Non,23 %,Non,1,3,1,377,9,3,Transformation Digitale,Y,Occasionnel,0,4
