age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,departement_Consulting,departement_Ressources Humaines,statut_marital_Divorcé(e),statut_marital_Marié(e),poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,mobilite_interne_ratio,ratio_anciennete,delta_evaluation
50,1,9208,4,16,2,2,3,3,4,4,3,3,0,11.0,0,3,12,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.99999950000025,0.33333327777778704,0
31,1,4559,3,4,2,2,2,2,3,3,3,3,1,11.0,1,2,20,3,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.399999920000016,2
41,0,8189,3,12,9,7,3,3,3,3,3,3,1,13.0,1,2,9,1,1,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7777776913580343,0.7499999375000053,0
26,1,2942,1,8,8,7,3,1,3,4,3,4,0,23.0,1,3,25,1,1,5,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8749998906250137,0.8888887901234679,1
36,0,4941,6,7,3,2,2,2,2,4,3,4,0,20.0,2,0,6,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6666664444445185,0.33333329629630043,1
51,0,10650,2,18,4,2,1,3,4,4,3,3,0,15.0,0,2,8,4,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.49999987500003124,0.6666665555555741,2
39,1,5902,4,17,15,11,4,2,3,3,4,3,0,14.0,1,1,4,4,1,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7333332844444478,0.7894736426592819,1
25,0,8639,2,6,2,2,1,2,3,4,3,3,0,18.0,0,3,28,3,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.49999987500003124,1
30,0,6347,0,12,11,9,3,2,4,4,1,3,1,19.0,0,2,9,3,1,4,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8181817438016598,0.9999999090909174,0
32,1,4200,7,10,5,4,1,1,1,1,4,4,0,22.0,0,2,9,3,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.799999840000032,0.41666663194444736,1
45,0,3452,5,9,6,5,3,1,4,2,2,3,0,13.0,0,2,29,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8333331944444675,0.5454544958677732,0
38,1,4317,3,19,3,2,4,2,3,2,3,4,1,20.0,0,2,3,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6666664444445185,0.49999991666668053,1
30,1,2632,1,5,5,4,1,1,3,3,2,3,0,14.0,0,4,18,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.799999840000032,0.8333331944444675,0
32,0,4668,0,9,8,7,4,2,4,4,4,3,0,17.0,3,2,9,2,2,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8749998906250137,0.9999998750000157,2
30,1,3204,5,8,3,2,4,1,1,4,3,3,0,14.0,1,3,5,3,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6666664444445185,0.3749999531250059,0
30,0,2720,0,6,5,3,2,1,4,4,3,3,0,13.0,0,3,2,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.599999880000024,0.99999980000004,1
41,0,17181,4,21,7,6,4,4,1,2,2,3,0,13.0,1,2,10,3,2,7,7,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.857142734693895,0.636363578512402,1
41,0,2238,2,7,5,0,3,1,1,4,3,4,0,21.0,1,2,9,4,1,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.7142856122449125,1
19,1,1483,1,1,1,0,2,1,2,4,3,3,0,14.0,0,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.499999750000125,0
40,1,5605,1,20,20,7,2,2,2,1,3,3,0,11.0,1,2,26,3,2,2,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.34999998250000086,0.9523809070294805,0
35,0,7295,1,10,10,8,3,3,2,1,3,3,0,13.0,2,3,1,5,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7999999200000081,0.9090908264462886,0
53,0,2306,2,13,7,7,2,2,3,4,1,4,1,20.0,1,3,6,2,1,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9999998571428775,0.7777776913580343,1
45,0,2348,8,20,17,9,2,2,2,3,1,3,0,18.0,1,2,9,3,1,0,15,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5294117335640156,0.679999972800001,0
32,1,8998,1,9,9,8,2,3,4,4,3,3,0,14.0,0,2,8,3,2,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8888887901234679,0.8999999100000091,0
29,0,4319,1,10,10,7,4,2,3,1,3,3,0,13.0,1,1,1,1,0,0,9,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.699999930000007,0.9090908264462886,0
51,0,6132,2,10,1,0,2,2,3,3,3,3,0,17.0,0,2,7,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.33333322222225925,1
58,1,3346,4,9,1,0,2,1,2,2,2,4,1,20.0,1,3,9,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.199999960000008,2
40,0,10855,7,15,12,11,3,3,4,1,2,3,0,11.0,1,2,4,4,1,2,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9166665902777842,0.6315789141274255,1
34,1,2231,6,6,4,3,3,1,3,4,3,3,0,18.0,1,3,2,4,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7499998125000469,0.39999996000000404,0
22,0,2323,1,2,2,2,3,1,4,1,3,4,0,24.0,2,6,19,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.6666664444445185,1
27,0,2024,6,6,2,2,4,1,2,4,1,3,0,18.0,1,1,9,3,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.24999996875000394,0
28,0,2713,1,5,5,2,3,1,4,3,1,3,0,11.0,1,2,21,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.399999920000016,0.8333331944444675,0
57,0,9439,3,12,5,3,3,3,4,2,1,3,1,16.0,1,2,24,2,1,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.599999880000024,0.6249999218750099,-1
27,0,2566,1,1,1,1,3,1,3,4,2,3,1,15.0,1,2,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9999990000010001,0.499999750000125,1
50,1,19926,3,21,5,4,3,5,2,2,3,3,0,15.0,0,5,11,3,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.799999840000032,0.6249999218750099,0
41,0,2451,4,13,9,8,1,1,3,1,3,3,0,12.0,1,2,14,3,1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8888887901234679,0.6923076390532585,0
30,1,9419,2,12,10,9,2,3,4,3,3,3,0,12.0,1,2,5,3,1,7,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8999999100000091,0.8333332638888947,0
38,1,8686,4,12,8,3,1,2,4,3,4,4,0,22.0,0,2,1,4,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.3749999531250059,0.6666666111111158,2
32,0,3038,3,8,5,4,3,1,3,1,3,4,0,20.0,0,2,6,5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.799999840000032,0.6249999218750099,1
27,0,3058,0,6,5,2,3,1,2,4,2,3,1,16.0,1,3,17,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.399999920000016,0.99999980000004,0
19,1,2325,0,1,0,0,3,1,1,1,4,4,0,21.0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,3
36,0,2088,4,13,8,7,4,1,2,3,2,3,0,12.0,0,3,3,2,2,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8749998906250137,0.6666666111111158,0
30,0,3072,1,12,12,9,3,2,1,3,3,3,0,11.0,2,4,9,3,0,6,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7499999375000053,0.9230768520710114,0
45,1,5006,4,9,5,4,3,2,1,1,4,3,1,11.0,1,3,4,2,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.799999840000032,0.5555554938271674,0
56,1,4257,4,19,2,2,3,1,1,3,3,3,1,18.0,1,3,8,3,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.33333327777778704,0
33,0,2500,0,4,3,1,3,1,4,1,4,3,0,14.0,0,2,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33333322222225925,0.9999996666667778,0
19,0,1102,1,1,1,0,2,1,4,3,2,4,0,22.0,0,3,2,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.499999750000125,2
46,1,10453,1,24,24,13,2,3,1,3,3,4,0,25.0,3,2,1,2,1,15,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5416666440972231,0.9599999616000015,1
38,1,2288,1,2,2,2,3,1,4,3,3,3,0,12.0,0,3,9,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.6666664444445185,0
31,1,3929,8,7,4,2,3,1,4,3,3,4,1,23.0,1,0,12,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.49999987500003124,0.3333333055555579,1
34,1,2311,2,9,3,2,4,1,2,4,3,3,0,15.0,0,3,27,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.599999880000024,0
41,1,3140,1,4,4,3,2,1,2,4,2,4,1,22.0,0,5,20,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7499998125000469,0.799999840000032,1
50,0,3690,2,5,3,2,3,1,3,4,2,3,0,15.0,1,2,1,3,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.599999880000024,1
53,1,4450,1,5,4,2,4,2,1,3,3,3,0,11.0,2,3,13,2,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.49999987500003124,0.799999840000032,-1
33,1,2756,1,8,8,7,4,1,2,4,3,3,0,13.0,1,5,14,3,1,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8749998906250137,0.8888887901234679,0
40,1,19033,1,21,20,8,4,5,3,2,3,3,0,14.0,1,2,4,1,1,9,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.399999980000001,0.9523809070294805,0
55,0,18722,8,36,24,15,3,5,2,4,3,3,0,11.0,0,3,14,4,1,2,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6249999739583344,0.7499999765625008,-1
34,0,9547,1,10,10,9,4,2,3,3,2,3,0,17.0,0,2,2,1,2,1,9,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8999999100000091,0.9090908264462886,1
51,1,13734,3,21,7,7,4,4,2,3,3,3,0,18.0,0,6,3,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9999998571428775,0.699999930000007,0
52,0,19999,0,34,33,18,3,5,3,1,3,3,0,14.0,1,5,1,4,1,11,9,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5454545289256204,0.9999999696969707,1
27,1,2279,1,7,7,7,4,1,2,4,2,3,0,16.0,0,2,9,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9999998571428775,0.8749998906250137,0
35,0,5916,3,8,1,0,2,2,3,1,3,3,1,13.0,0,1,23,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.24999993750001562,1
43,0,2089,4,7,5,4,4,1,4,4,4,3,0,14.0,3,3,7,3,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.799999840000032,0.5555554938271674,-1
45,0,16792,9,22,20,8,1,4,4,4,3,4,0,23.0,1,1,2,2,0,11,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.399999980000001,0.689655148632581,2
37,0,3564,1,8,8,7,2,1,1,1,2,3,1,12.0,1,3,21,3,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8749998906250137,0.8888887901234679,-1
35,1,4425,5,10,6,2,2,2,2,4,3,3,0,11.0,0,5,2,3,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.33333327777778704,0.5454544958677732,0
42,1,5265,2,11,5,3,3,2,3,2,3,3,0,16.0,1,5,21,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.599999880000024,0.7142856122449125,0
38,0,6553,9,14,1,0,4,2,3,2,3,3,0,14.0,0,3,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.09999999000000101,0
38,0,6261,3,9,7,7,4,2,4,1,1,3,0,18.0,1,3,29,3,1,1,7,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9999998571428775,0.699999930000007,0
27,0,4298,5,6,2,2,3,2,1,3,3,3,0,19.0,1,1,1,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.99999950000025,0.285714244897965,1
49,0,6804,1,7,7,7,4,2,4,1,3,3,1,15.0,2,0,18,4,0,1,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9999998571428775,0.8749998906250137,0
34,0,3815,1,5,5,3,4,1,3,4,4,3,1,17.0,1,4,10,4,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.599999880000024,0.8333331944444675,0
40,0,2741,8,15,7,2,3,2,4,3,4,3,1,15.0,1,2,19,2,1,3,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.285714244897965,0.46666663555555765,0
38,0,6673,7,17,1,0,2,2,1,2,3,3,1,19.0,0,2,29,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.12499998437500197,0
29,1,7639,1,10,10,4,2,3,4,4,2,4,0,22.0,3,3,27,3,1,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.39999996000000404,0.9090908264462886,1
22,0,2328,1,4,4,2,4,1,2,1,2,3,1,16.0,1,2,5,3,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.49999987500003124,0.799999840000032,-1
36,1,2153,1,8,8,1,2,1,4,1,3,3,0,13.0,0,2,18,1,2,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.12499998437500197,0.8888887901234679,0
40,0,4876,9,5,3,2,4,2,4,4,1,3,0,14.0,1,5,9,5,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.2499999791666684,1
46,0,9396,7,17,4,2,4,3,1,3,3,3,0,16.0,1,3,1,4,1,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.49999987500003124,0.3636363305785154,0
32,0,10400,1,14,14,8,4,3,4,3,2,3,0,11.0,0,2,4,4,1,9,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285306122479,0.9333332711111153,2
30,0,8474,1,12,11,8,3,3,3,3,3,4,0,22.0,0,2,1,1,0,5,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7272726611570308,0.9166665902777842,2
27,1,9981,1,7,7,7,4,2,3,4,3,3,0,14.0,0,2,20,3,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9999998571428775,0.8749998906250137,0
51,0,12490,5,16,10,9,2,3,2,4,1,3,0,16.0,2,5,8,4,1,4,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8999999100000091,0.6666666222222252,1
30,1,2657,5,8,5,2,4,1,1,3,3,3,1,11.0,0,5,3,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.399999920000016,0.499999950000005,0
41,1,13591,3,16,1,0,4,3,4,3,3,3,1,18.0,0,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.24999993750001562,0
30,1,6696,5,9,6,3,3,2,1,3,2,3,0,15.0,0,5,26,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.49999991666668053,0.5454544958677732,1
29,0,2058,0,7,6,2,3,1,3,4,2,3,0,14.0,0,1,1,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.33333327777778704,0.9999998333333611,0
45,1,8865,6,23,19,7,4,3,4,4,3,3,0,12.0,0,2,6,3,0,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.36842103324099823,0.7599999696000012,1
54,1,5940,2,16,6,2,4,2,1,4,3,3,0,14.0,1,4,3,3,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.33333327777778704,0.7499999062500118,0
36,0,5914,8,16,13,11,4,2,2,4,4,3,0,16.0,0,3,5,2,1,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8461537810650938,0.6190475895691624,0
33,1,2622,6,7,3,2,3,1,2,4,3,4,0,21.0,0,3,4,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.33333329629630043,2
37,0,12185,1,10,10,8,2,3,4,3,3,3,1,14.0,3,1,11,3,2,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7999999200000081,0.9090908264462886,0
38,0,10609,0,17,16,10,1,3,3,3,2,3,0,12.0,2,6,3,3,1,5,13,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6249999609375024,0.9999999375000038,0
31,0,4345,0,6,5,4,3,2,3,4,3,3,0,12.0,1,2,1,4,0,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.799999840000032,0.99999980000004,2
59,0,2177,3,7,1,0,3,1,4,1,3,3,0,17.0,1,6,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.24999993750001562,1
37,0,2793,4,13,9,8,1,1,4,3,3,3,0,17.0,1,2,4,4,2,5,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8888887901234679,0.6923076390532585,0
29,1,7918,1,11,11,10,2,3,4,4,3,3,0,14.0,1,5,1,1,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9090908264462886,0.9166665902777842,0
35,1,8789,1,10,10,7,3,3,3,1,4,3,0,14.0,0,3,1,3,2,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.699999930000007,0.9090908264462886,0
29,0,2389,1,4,4,3,3,1,4,3,2,3,1,13.0,0,3,18,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7499998125000469,0.799999840000032,1
52,1,3212,7,6,2,2,3,1,4,2,2,3,0,15.0,0,3,2,3,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.22222219753086697,1
42,0,19232,1,22,22,17,3,5,4,4,3,3,0,11.0,0,3,4,2,1,11,15,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7727272376033073,0.9565216975425348,0
59,0,2267,8,7,2,2,2,1,3,4,2,3,0,17.0,0,2,6,2,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.99999950000025,0.19999998000000202,0
50,1,19517,3,32,7,0,4,5,4,3,2,3,0,11.0,1,3,1,4,1,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.699999930000007,0
33,0,2436,5,8,5,4,3,1,4,3,1,3,1,13.0,1,2,14,3,1,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.799999840000032,0.499999950000005,0
43,1,16064,5,22,17,13,4,4,4,3,3,4,1,22.0,1,3,16,3,1,1,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7647058373702448,0.7727272376033073,1
33,1,2707,7,13,9,7,1,1,1,1,4,4,0,20.0,0,3,2,2,1,1,7,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7777776913580343,0.5624999648437522,1
52,0,19068,1,33,33,7,1,5,3,4,4,3,1,18.0,0,2,2,4,0,15,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.21212120569329682,0.9705882067474058,1
32,1,3931,2,6,4,3,3,1,2,1,3,3,0,11.0,1,5,4,2,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7499998125000469,0.6666665555555741,0
32,0,3730,0,4,3,2,4,1,3,4,1,3,1,14.0,0,2,1,3,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.9999996666667778,1
39,1,2232,7,7,3,2,3,1,3,3,3,3,0,14.0,3,1,1,4,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6666664444445185,0.299999970000003,0
32,0,4465,0,4,3,2,3,2,4,1,3,3,0,18.0,0,2,26,4,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6666664444445185,0.9999996666667778,0
41,0,3072,2,17,1,0,3,2,1,1,2,3,0,16.0,2,2,19,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.33333322222225925,0
40,0,3319,1,9,9,8,1,2,4,1,3,3,0,17.0,2,3,24,2,1,4,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8888887901234679,0.8999999100000091,0
45,0,19202,0,25,24,0,3,5,4,3,3,3,0,11.0,1,2,1,3,1,1,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.999999958333335,-1
31,0,13675,9,9,2,2,2,3,3,1,3,3,0,12.0,1,3,3,4,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.99999950000025,0.1818181652892577,0
33,1,2911,1,2,2,2,3,1,4,3,2,3,0,13.0,1,2,5,4,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.99999950000025,0.6666664444445185,1
34,0,5957,6,13,11,9,4,2,1,2,3,3,0,13.0,1,3,2,4,1,5,9,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8181817438016598,0.6470587854671302,1
37,1,3920,2,17,3,1,3,1,1,1,2,3,0,14.0,1,2,1,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33333322222225925,0.599999880000024,1
45,0,6434,4,9,3,2,1,2,3,4,3,3,0,17.0,1,1,7,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6666664444445185,0.4285713673469475,-1
37,0,10048,6,17,1,0,1,3,3,2,3,3,0,11.0,2,5,10,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.1428571224489825,0
39,1,10938,0,20,19,6,3,3,3,4,3,4,0,25.0,0,1,2,4,2,11,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.31578945706371275,0.9999999473684238,1
29,0,2340,1,6,6,5,3,1,4,1,3,3,0,19.0,0,1,15,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8333331944444675,0.857142734693895,0
42,1,6545,3,10,3,2,4,2,1,3,3,3,1,13.0,0,1,17,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6666664444445185,0.49999991666668053,-1
29,0,6931,2,10,3,2,4,2,4,4,3,3,0,14.0,1,2,20,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6666664444445185,0.599999880000024,0
25,1,4898,0,5,4,2,1,2,3,4,3,3,0,12.0,2,3,1,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.49999987500003124,0.9999997500000625,0
42,1,2593,0,10,9,6,4,1,1,3,3,3,1,11.0,1,4,2,3,1,7,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6666665925926009,0.9999998888889013,1
40,0,19436,0,22,21,7,1,5,3,4,3,3,0,19.0,1,5,2,2,1,3,9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3333333174603182,0.9999999523809546,0
51,0,2723,1,1,1,0,3,1,4,2,2,3,0,11.0,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.499999750000125,0
31,0,3479,0,6,5,4,3,1,2,2,4,3,0,11.0,0,2,29,2,2,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.799999840000032,0.99999980000004,1
32,0,2794,1,5,5,1,2,1,2,3,1,4,0,20.0,0,3,7,3,2,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.199999960000008,0.8333331944444675,0
38,0,5249,3,13,8,7,4,2,4,4,3,3,0,18.0,1,0,2,2,0,7,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8749998906250137,0.7272726611570308,1
32,0,2176,4,9,6,2,4,2,1,4,3,3,0,13.0,0,5,2,1,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.33333327777778704,0.599999940000006,1
46,1,16872,3,28,7,7,3,4,2,2,2,3,1,12.0,1,2,2,3,1,7,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.9999998571428775,0.699999930000007,2
28,0,3485,2,5,0,0,1,1,3,3,1,3,0,11.0,0,5,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0
29,0,6644,2,10,0,0,1,2,2,2,3,3,0,19.0,2,2,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1
